"    Number of Bus,MW Limit,pu Voltage Diff. Magnitude Limit:"	118	1000	2.12									
  lambdak_m	  lambdak_M	 lambda_k_m	 lambda_k_M	     mu_k_M	     mu_k_m							
0.22821	0.14244	0.46514	28.27543	0.99384	0.54357							
1217674.684	1221725.504	1219612.408	1219629.159	1.18273	0.50467							
1217668.573	1221700.624	1219626.011	1219648.493	1.15516	0.50758							
65.12329	0.10319	0.01718	0.03029	13.38958	0.38813							
732745.7326	736669.8926	734667.1232	734675.4516	4.16351	0.40195							
2.44341	0.11079	0.17715	0.46339	2.6663	0.42059							
1217666.734	1221677.503	1219602.646	1219604.066	2.27875	0.42915							
75.4772	0.10261	0.02176	0.02171	1.57683	0.46643							
1820170.964	1824028.66	1822042.107	1822027.121	336.40266	0.3517							
0.02025	0.03766	0.17054	0.0215	2.96763	0.37856							
732647.4852	736662.4691	734676.347	734686.8759	1.61462	0.45627							
0.11474	0.06766	0.08419	0.12518	2.0652	0.43535							
1217651.745	1221717.756	1219618.505	1219643.23	1.01792	0.54039							
1232936.835	1236979.724	1663738.096	1663734.566	1.90759	0.44297							
0.27322	0.13377	0.24836	1.55847	1.78758	0.44686							
1232961.094	1236991.994	1219616.532	1219624.998	1.53204	0.46474							
1217674.253	1221643.409	734671.8907	734674.1225	5.29049	0.39519							
0.38666	0.12062	0.15841	0.49444	2.1554	0.42983							
0.27201	0.13185	0.31996	1.45958	1.7626	0.44781							
1232978.706	1237034.226	1234876.047	1234884.272	1.1327	0.5137							
1232994.837	1237033.09	1219607.465	1219620.987	1.00658	0.53838							
1661858.713	1665854.83	1234878.274	1234888.396	1.13677	0.49936							
1232997.195	1236900.641	1219614.807	1219619.091	2.51955	0.39702							
67.61445	0.09567	0.022	0.02091	2.24036	0.40592							
0.04736	0.04936	11.41566	0.04416	524.67697	0.35247							
0.0313	0.0441	0.00253	0.0034	1.26546	0.45671							
0.46571	0.11624	0.02062	0.02327	1.58229	0.44371							
1232951.19	1237013.057	1219615.361	1219621.827	1.18059	0.48332							
1217653.942	1221736.398	1219613.643	1219617.609	1.17851	0.48156							
1217745.145	1221692.535	734672.4892	734675.5422	0.92647	0.55059							
1.29	0.07388	0.01938	0.02437	1.31794	0.46351							
0.35646	0.12087	0.22387	0.38617	1.57029	0.4375							
1232952.964	1237006.511	1219622.79	1219638.976	1.5903	0.45991							
0.66315	0.12328	0.3479	0.97923	7.81781	0.39007							
1217681.257	1221703.602	1219652.032	1219656.134	4.11629	0.40308							
0.43148	0.1277	0.31396	2.59454	4.78888	0.3993							
1217678.543	1221671.737	734675.9289	734678.6387	167.66024	0.38278							
1217770.492	1221739.011	734680.2865	734688.1043	0.64407	0.77209							
1217654.24	1221739.101	1219626.468	1219636.168	1.71378	0.4389							
0.13624	0.21392	0.01885	0.02509	1.98738	0.4304							
1217601.867	1221728.439	1219615.398	1219622.113	1.39844	0.46201							
0.15251	0.20225	0.01965	0.02349	1.90938	0.43436							
1661834.524	1665921.206	1234899.175	1234901.996	1.37593	0.48876							
1232974.178	1237090.01	1234883.881	1234882.059	1.03909	0.52636							
1217681.721	1221780.372	1219628.649	1219637.073	0.91403	0.54767							
0.49683	0.07278	0.07903	0.0714	1.35377	0.45531							
1217710.69	1221651.791	3932555.099	3932550.449	1.9608	0.41568							
1217707.028	1221652.59	1219632.627	1219627.657	2.39797	0.40178							
0.0458	0.05679	0.06823	0.03833	2.92445	0.39212							
1232995.856	1236970.243	1234884.332	1234890.984	1.44645	0.4437							
1217698.742	1221769.13	1219620.542	1219644.907	0.85071	0.56066							
1232976.459	1237082.24	1234864.716	1234895.027	0.755	0.61376							
1232980.428	1237093.64	1219606.423	1219629.44	0.74247	0.62625							
0.19519	0.07127	0.0332	0.02582	1.07737	0.46641							
0.17313	0.20447	0.37252	0.97205	1.0893	0.48247							
0.1698	0.20899	0.51978	1.16312	1.06354	0.48244							
1232969.404	1237016.476	1663736.71	1663742.467	1.07394	0.48692							
1232944.677	1237028.097	1234882.128	1234895.275	0.87659	0.54829							
0.06082	0.06138	0.03685	0.16915	2.48213	0.42248							
732732.9295	736613.0176	1219646.751	1219646.931	3.43735	0.38818							
0.06134	0.0581	0.03328	0.03666	5.14601	0.37908							
120.20902	0.13026	0.31563	0.54664	2.85007	0.39177							
1217809.863	1221711.766	734672.7081	734675.4177	0.68043	0.71847							
732874.5179	736739.8516	734671.6109	734671.3545	0.82971	0.59243							
0.02256	0.04207	0.0654	0.04701	0.84277	0.55542							
0.02261	0.04104	14.04789	0.02783	623.36301	0.35823							
1217812.917	1221665.801	1219621.917	1219620.22	2.47538	0.39397							
1217754.65	1221555.787	734659.0264	734660.3651	0.78347	0.57916							
0.01588	0.01504	0.03015	0.01592	378.655	0.37351							
24.49482	0.10533	0.27505	0.64817	1.3078	0.45001							
3930935.237	3934914.277	3932828.034	3932827.56	1.37504	0.44273							
23.81648	0.09202	0.07575	0.07298	1.81004	0.41858							
17.76032	0.09719	0.07611	0.07352	1.35228	0.44452							
0.2985	0.13528	0.64219	23.80892	0.82472	0.56075							
1217613.565	1221621.275	1219621.517	1219647.727	0.86116	0.54733							
0.23477	0.1518	0.28042	43.70779	0.67191	0.66856							
99.20559	0.12585	0.10271	1.11434	1.7955	0.42758							
732690.7624	736602.3856	734678.3489	734686.1949	1.41687	0.45245							
1217693.407	1221590.772	734672.5021	734681.8746	1.49495	0.44168							
0.01697	0.03884	0.03444	0.02882	163.16527	0.37826							
1217835.081	1221640.394	734670.6216	734674.8129	0.64263	0.74125							
1217700.973	1221621.595	734679.5503	734689.7656	1.157	0.4964							
1217732.77	1221631.149	1219629.56	1219635.322	1.23267	0.48432							
1233028.49	1236867.218	1219623.85	1219633.31	1.3309	0.47015							
213.71866	0.10624	0.32831	4.68915	1.93945	0.42714							
1233054.106	1236883.693	1219648.491	1219658.531	1.2477	0.48927							
2.41105	0.07379	0.07117	0.00295	2.05399	0.4206							
1217820.743	1221561.537	1219626.667	1219635.974	1.93185	0.42024							
0.0138	0.02735	0.0341	0.0216	497.55909	0.35865							
161.19068	0.10105	0.01777	0.02623	1.61392	0.43697							
178.14709	0.09668	0.07556	0.07331	1.81989	0.41711							
230.00394	0.09983	0.89071	9.35927	2.22459	0.40816							
1233009.576	1236844.687	1219627.083	1219650.608	1.28874	0.47039							
1217696.666	1221569.709	1219627.147	1219653.669	1.16735	0.49462							
1217714.261	1221621.813	734663.0414	734706.2723	0.85424	0.58689							
1217734.7	1221632.547	1219609.826	1219634.963	1.07939	0.51358							
1233065.093	1236931.037	1219609.841	1219627.865	1.44318	0.46146							
1233010.127	1236869.716	1234890.968	1234896.467	2.35555	0.42101							
